Lime question,-----current variable name,variable,dummyVariable,variableType,method,target,databaseStart,variableStart,variableStartType,catValues,numValidCat,catLabel,catLabelLong,units,low,high,From,interval,catStartLabel,reference,variableStartShortLabel,variableStartLabel,Notes
,agec1,SMKG01C_cont,N/A,cont,Map1_1,PoRT_limesurvey,PUMF 2001,SMKAG01C,cat,N/A,N/A,agec1,converted categorical age smoked first whole cigarette (12 to 14),years,2,2,2:2,"[,]",12 To 14 Years,N/A,agec1,Age smoked first whole cigarette - (G),
,agec1,SMKG01C_cont,N/A,cont,Map1_1,PoRT_limesurvey,PUMF 2001,SMKAG01C,cat,N/A,N/A,agec1,converted categorical age smoked first whole cigarette (18 to 19),years,3,3,3:3,"[,]",18 To 19 Years,N/A,agec1,Age smoked first whole cigarette - (G),
,agec1,SMKG01C_cont,N/A,cont,Map1_1,PoRT_limesurvey,PUMF 2001,SMKAG01C,cat,N/A,N/A,agec1,converted categorical age smoked first whole cigarette (20 to 24),years,4,4,4:4,"[,]",20 To 24 Years,N/A,agec1,Age smoked first whole cigarette - (G),
,agec1,SMKG01C_cont,N/A,cont,Map1_1,PoRT_limesurvey,PUMF 2001,SMKAG01C,cat,N/A,N/A,agec1,converted categorical age smoked first whole cigarette (25 to 29),years,5,5,5:5,"[,]",25 To 29 Years,N/A,agec1,Age smoked first whole cigarette - (G),
,agec1,SMKG01C_cont,N/A,cont,Map1_1,PoRT_limesurvey,PUMF 2001,SMKAG01C,cat,N/A,N/A,agec1,converted categorical age smoked first whole cigarette (30 to 34),years,6,6,6:6,"[,]",30 To 34 Years,N/A,agec1,Age smoked first whole cigarette - (G),
,agec1,SMKG01C_cont,N/A,cont,Map1_1,PoRT_limesurvey,PUMF 2001,SMKAG01C,cat,N/A,N/A,agec1,converted categorical age smoked first whole cigarette (35 to 39),years,7,7,7:7,"[,]",35 To 39 Years,N/A,agec1,Age smoked first whole cigarette - (G),
,agec1,SMKG01C_cont,N/A,cont,Map1_1,PoRT_limesurvey,PUMF 2001,SMKAG01C,cat,N/A,N/A,agec1,converted categorical age smoked first whole cigarette (40 to 44),years,8,8,8:8,"[,]",40 To 44 Years,N/A,agec1,Age smoked first whole cigarette - (G),
,agec1,SMKG01C_cont,N/A,cont,Map1_1,PoRT_limesurvey,PUMF 2001,SMKAG01C,cat,N/A,N/A,agec1,converted categorical age smoked first whole cigarette (45 to 49),years,9,9,9:9,"[,]",45 To 49 Years,N/A,agec1,Age smoked first whole cigarette - (G),
,agec1,SMKG01C_cont,N/A,cont,Map1_1,PoRT_limesurvey,PUMF 2001,SMKAG01C,cat,N/A,N/A,agec1,converted categorical age smoked first whole cigarette (50 plus),years,10,10,10:10,"[,]",50 Years or more,N/A,agec1,Age smoked first whole cigarette - (G),
,agec1,SMKG01C_cont,N/A,cont,Map1_1,PoRT_limesurvey,PUMF 2001,SMKAG01C,cat,N/A,N/A,not applicable,not applicable,N/A,96,96,96:96,"[,]",Not applicable,N/A,agec1,Age smoked first whole cigarette - (G),
,agec1,SMKG01C_cont,N/A,cont,Map1_1,PoRT_limesurvey,PUMF 2001,SMKAG01C,cat,NA,N/A,missing,missing,N/A,97,99,97:99,"[,]",don't know (97); refusal (98); not stated (99),N/A,agec1,Age smoked first whole cigarette - (G),
,agec1,SMKG01C_cont,N/A,cont,Map1_1,PoRT_limesurvey,PUMF 2003,SMKCG01C,cat,N/A,N/A,agec1,converted categorical age smoked first whole cigarette (5 to 11),years,1,1,1:1,"[,]",5 To 11 Years,N/A,agec1,Age smoked first whole cigarette - (G),
,agec1,SMKG01C_cont,N/A,cont,Map1_1,PoRT_limesurvey,PUMF 2003,SMKCG01C,cat,N/A,N/A,agec1,converted categorical age smoked first whole cigarette (12 to 14),years,2,2,2:2,"[,]",12 To 14 Years,N/A,agec1,Age smoked first whole cigarette - (G),
,agec1,SMKG01C_cont,N/A,cont,Map1_1,PoRT_limesurvey,PUMF 2003,SMKCG01C,cat,N/A,N/A,agec1,converted categorical age smoked first whole cigarette (18 to 19),years,3,3,3:3,"[,]",15 To 19 Years,N/A,agec1,Age smoked first whole cigarette - (G),
,agec1,SMKG01C_cont,N/A,cont,Map1_1,PoRT_limesurvey,PUMF 2003,SMKCG01C,cat,N/A,N/A,agec1,converted categorical age smoked first whole cigarette (20 to 24),years,4,4,4:4,"[,]",20 To 24 Years,N/A,agec1,Age smoked first whole cigarette - (G),
,agec1,SMKG01C_cont,N/A,cont,Map1_1,PoRT_limesurvey,PUMF 2003,SMKCG01C,cat,N/A,N/A,agec1,converted categorical age smoked first whole cigarette (25 to 29),years,5,5,5:5,"[,]",25 To 29 Years,N/A,agec1,Age smoked first whole cigarette - (G),
,agec1,SMKG01C_cont,N/A,cont,Map1_1,PoRT_limesurvey,PUMF 2003,SMKCG01C,cat,N/A,N/A,agec1,converted categorical age smoked first whole cigarette (30 to 34),years,6,6,6:6,"[,]",30 To 34 Years,N/A,agec1,Age smoked first whole cigarette - (G),
,agec1,SMKG01C_cont,N/A,cont,Map1_1,PoRT_limesurvey,PUMF 2003,SMKCG01C,cat,N/A,N/A,agec1,converted categorical age smoked first whole cigarette (35 to 39),years,7,7,7:7,"[,]",35 To 39 Years,N/A,agec1,Age smoked first whole cigarette - (G),
,agec1,SMKG01C_cont,N/A,cont,Map1_1,PoRT_limesurvey,PUMF 2003,SMKCG01C,cat,N/A,N/A,agec1,converted categorical age smoked first whole cigarette (40 to 44),years,8,8,8:8,"[,]",40 To 44 Years,N/A,agec1,Age smoked first whole cigarette - (G),
,agec1,SMKG01C_cont,N/A,cont,Map1_1,PoRT_limesurvey,PUMF 2003,SMKCG01C,cat,N/A,N/A,agec1,converted categorical age smoked first whole cigarette (45 to 49),years,9,9,9:9,"[,]",45 To 49 Years,N/A,agec1,Age smoked first whole cigarette - (G),
,agec1,SMKG01C_cont,N/A,cont,Map1_1,PoRT_limesurvey,PUMF 2003,SMKCG01C,cat,N/A,N/A,agec1,converted categorical age smoked first whole cigarette (50 plus),years,10,10,10:10,"[,]",50 Years or more,N/A,agec1,Age smoked first whole cigarette - (G),
,agec1,SMKG01C_cont,N/A,cont,Map1_1,PoRT_limesurvey,PUMF 2003,SMKCG01C,cat,N/A,N/A,not applicable,not applicable,N/A,96,96,96:96,"[,]",Not applicable,N/A,agec1,Age smoked first whole cigarette - (G),
,agec1,SMKG01C_cont,N/A,cont,Map1_1,PoRT_limesurvey,PUMF 2003,SMKCG01C,cat,NA,N/A,missing,missing,N/A,97,99,97:99,"[,]",don't know (97); refusal (98); not stated (99),N/A,agec1,Age smoked first whole cigarette - (G),
,agec1,SMKG01C_cont,N/A,cont,Map1_1,PoRT_limesurvey,PUMF 2005,SMKEG01C,cat,N/A,N/A,agec1,converted categorical age smoked first whole cigarette (5 to 11),years,1,1,1:1,"[,]",5 To 11 Years,N/A,agec1,Age smoked first whole cigarette - (G),
,agec1,SMKG01C_cont,N/A,cont,Map1_1,PoRT_limesurvey,PUMF 2005,SMKEG01C,cat,N/A,N/A,agec1,converted categorical age smoked first whole cigarette (12 to 14),years,2,2,2:2,"[,]",12 To 14 Years,N/A,agec1,Age smoked first whole cigarette - (G),
,agec1,SMKG01C_cont,N/A,cont,Map1_1,PoRT_limesurvey,PUMF 2005,SMKEG01C,cat,N/A,N/A,agec1,converted categorical age smoked first whole cigarette (15 to 17),years,3,3,3:3,"[,]",15 To 17 Years,N/A,agec1,Age smoked first whole cigarette - (G),
,agec1,SMKG01C_cont,N/A,cont,Map1_1,PoRT_limesurvey,PUMF 2005,SMKEG01C,cat,N/A,N/A,agec1,converted categorical age smoked first whole cigarette (18 to 19),years,4,4,4:4,"[,]",18 To 19 Years,N/A,agec1,Age smoked first whole cigarette - (G),
,agec1,SMKG01C_cont,N/A,cont,Map1_1,PoRT_limesurvey,PUMF 2005,SMKEG01C,cat,N/A,N/A,agec1,converted categorical age smoked first whole cigarette (20 to 24),years,5,5,5:5,"[,]",20 To 24 Years,N/A,agec1,Age smoked first whole cigarette - (G),
,agec1,SMKG01C_cont,N/A,cont,Map1_1,PoRT_limesurvey,PUMF 2005,SMKEG01C,cat,N/A,N/A,agec1,converted categorical age smoked first whole cigarette (25 to 29),years,6,6,6:6,"[,]",25 To 29 Years,N/A,agec1,Age smoked first whole cigarette - (G),
,agec1,SMKG01C_cont,N/A,cont,Map1_1,PoRT_limesurvey,PUMF 2005,SMKEG01C,cat,N/A,N/A,agec1,converted categorical age smoked first whole cigarette (30 to 34),years,7,7,7:7,"[,]",30 To 34 Years,N/A,agec1,Age smoked first whole cigarette - (G),
,agec1,SMKG01C_cont,N/A,cont,Map1_1,PoRT_limesurvey,PUMF 2005,SMKEG01C,cat,N/A,N/A,agec1,converted categorical age smoked first whole cigarette (35 to 39),years,8,8,8:8,"[,]",35 To 39 Years,N/A,agec1,Age smoked first whole cigarette - (G),
,agec1,SMKG01C_cont,N/A,cont,Map1_1,PoRT_limesurvey,PUMF 2005,SMKEG01C,cat,N/A,N/A,agec1,converted categorical age smoked first whole cigarette (40 to 44),years,9,9,9:9,"[,]",40 To 44 Years,N/A,agec1,Age smoked first whole cigarette - (G),
,agec1,SMKG01C_cont,N/A,cont,Map1_1,PoRT_limesurvey,PUMF 2005,SMKEG01C,cat,N/A,N/A,agec1,converted categorical age smoked first whole cigarette (45 to 49),years,10,10,10:10,"[,]",45 To 49 Years,N/A,agec1,Age smoked first whole cigarette - (G),
,agec1,SMKG01C_cont,N/A,cont,Map1_1,PoRT_limesurvey,PUMF 2005,SMKEG01C,cat,N/A,N/A,agec1,converted categorical age smoked first whole cigarette (50 plus),years,11,11,11:11,"[,]",50 Years or more,N/A,agec1,Age smoked first whole cigarette - (G),
,agec1,SMKG01C_cont,N/A,cont,Map1_1,PoRT_limesurvey,PUMF 2005,SMKEG01C,cat,N/A,N/A,not applicable,not applicable,N/A,96,96,96:96,"[,]",Not applicable,N/A,agec1,Age smoked first whole cigarette - (G),
,agec1,SMKG01C_cont,N/A,cont,Map1_1,PoRT_limesurvey,"PUMF 2007-2008, 2009-2010, 2010, 2011-2012, 2012, 2013-2014, 2014",SMKEG01C,cat,NA,N/A,missing,missing,N/A,97,99,97:99,"[,]",don't know (97); refusal (98); not stated (99),N/A,agec1,Age smoked first whole cigarette - (G),
At what age did you smoke your first whole cigarette? ,agec1,SMKG01C_cont,N/A,cont,Map1_1,PoRT_limesurvey,"PUMF 2007-2008, 2009-2010, 2010, 2011-2012, 2012, 2013-2014, 2014",SMKG01C,cat,N/A,N/A,agec1,converted categorical age smoked first whole cigarette (5 to 11),years,1,1,1:1,"[,]",5 To 11 Years,N/A,agec1,Age smoked first whole cigarette - (G),
,agec1,SMKG01C_cont,N/A,cont,Map1_1,PoRT_limesurvey,"PUMF 2007-2008, 2009-2010, 2010, 2011-2012, 2012, 2013-2014, 2014",SMKG01C,cat,N/A,N/A,agec1,converted categorical age smoked first whole cigarette (12 to 14),years,2,2,2:2,"[,]",12 To 14 Years,N/A,agec1,Age smoked first whole cigarette - (G),
,agec1,SMKG01C_cont,N/A,cont,Map1_1,PoRT_limesurvey,"PUMF 2007-2008, 2009-2010, 2010, 2011-2012, 2012, 2013-2014, 2014",SMKG01C,cat,N/A,N/A,agec1,converted categorical age smoked first whole cigarette (15 to 17),years,3,3,3:3,"[,]",15 To 17 Years,N/A,agec1,Age smoked first whole cigarette - (G),
,agec1,SMKG01C_cont,N/A,cont,Map1_1,PoRT_limesurvey,"PUMF 2007-2008, 2009-2010, 2010, 2011-2012, 2012, 2013-2014, 2014",SMKG01C,cat,N/A,N/A,agec1,converted categorical age smoked first whole cigarette (18 to 19),years,4,4,4:4,"[,]",18 To 19 Years,N/A,agec1,Age smoked first whole cigarette - (G),
,agec1,SMKG01C_cont,N/A,cont,Map1_1,PoRT_limesurvey,"PUMF 2007-2008, 2009-2010, 2010, 2011-2012, 2012, 2013-2014, 2014",SMKG01C,cat,N/A,N/A,agec1,converted categorical age smoked first whole cigarette (20 to 24),years,5,5,5:5,"[,]",20 To 24 Years,N/A,agec1,Age smoked first whole cigarette - (G),
,agec1,SMKG01C_cont,N/A,cont,Map1_1,PoRT_limesurvey,"PUMF 2007-2008, 2009-2010, 2010, 2011-2012, 2012, 2013-2014, 2014",SMKG01C,cat,N/A,N/A,agec1,converted categorical age smoked first whole cigarette (25 to 29),years,6,6,6:6,"[,]",25 To 29 Years,N/A,agec1,Age smoked first whole cigarette - (G),
,agec1,SMKG01C_cont,N/A,cont,Map1_1,PoRT_limesurvey,"PUMF 2007-2008, 2009-2010, 2010, 2011-2012, 2012, 2013-2014, 2014",SMKG01C,cat,N/A,N/A,agec1,converted categorical age smoked first whole cigarette (30 to 34),years,7,7,7:7,"[,]",30 To 34 Years,N/A,agec1,Age smoked first whole cigarette - (G),
,agec1,SMKG01C_cont,N/A,cont,Map1_1,PoRT_limesurvey,"PUMF 2007-2008, 2009-2010, 2010, 2011-2012, 2012, 2013-2014, 2014",SMKG01C,cat,N/A,N/A,agec1,converted categorical age smoked first whole cigarette (35 to 39),years,8,8,8:8,"[,]",35 To 39 Years,N/A,agec1,Age smoked first whole cigarette - (G),
,agec1,SMKG01C_cont,N/A,cont,Map1_1,PoRT_limesurvey,"PUMF 2007-2008, 2009-2010, 2010, 2011-2012, 2012, 2013-2014, 2014",SMKG01C,cat,N/A,N/A,agec1,converted categorical age smoked first whole cigarette (40 to 44),years,9,9,9:9,"[,]",40 To 44 Years,N/A,agec1,Age smoked first whole cigarette - (G),
,agec1,SMKG01C_cont,N/A,cont,Map1_1,PoRT_limesurvey,"PUMF 2007-2008, 2009-2010, 2010, 2011-2012, 2012, 2013-2014, 2014",SMKG01C,cat,N/A,N/A,agec1,converted categorical age smoked first whole cigarette (45 to 49),years,10,10,10:10,"[,]",45 To 49 Years,N/A,agec1,Age smoked first whole cigarette - (G),
,agec1,SMKG01C_cont,N/A,cont,Map1_1,PoRT_limesurvey,"PUMF 2007-2008, 2009-2010, 2010, 2011-2012, 2012, 2013-2014, 2014",SMKG01C,cat,N/A,N/A,agec1,converted categorical age smoked first whole cigarette (50 plus),years,11,11,11:11,"[,]",50 Years or more,N/A,agec1,Age smoked first whole cigarette - (G),
,agec1,SMKG01C_cont,N/A,cont,Map1_1,PoRT_limesurvey,"PUMF 2007-2008, 2009-2010, 2010, 2011-2012, 2012, 2013-2014, 2014",SMKG01C,cat,N/A,N/A,not applicable,not applicable,N/A,96,96,96:96,"[,]",Not applicable,N/A,agec1,Age smoked first whole cigarette - (G),
,agec1,SMKG01C_cont,N/A,cont,Map1_1,PoRT_limesurvey,"PUMF 2007-2008, 2009-2010, 2010, 2011-2012, 2012, 2013-2014, 2014",SMKG01C,cat,NA,N/A,missing,missing,N/A,97,99,97:99,"[,]",don't know (97); refusal (98); not stated (99),N/A,agec1,Age smoked first whole cigarette - (G),
,s100,SMK_01A,SMK_01A_cat2_1,cat,Map1_1,PoRT_limesurvey,PUMF 2005,SMKA_01A,cat,1,2,yes,yes,N/A,1,1,1:1,"[,]",Yes,N/A,s100,"In lifetime, smoked 100 or more cigarettes",
,s100,SMK_01A,SMK_01A_cat2_2,cat,Map1_1,PoRT_limesurvey,PUMF 2005,SMKA_01A,cat,2,2,no,no,N/A,2,2,2:2,"[,]",No,N/A,s100,"In lifetime, smoked 100 or more cigarettes",
,s100,SMK_01A,SMK_01A_cat2_N/A,cat,Map1_1,PoRT_limesurvey,PUMF 2005,SMKA_01A,cat,N/A,2,not applicable,not applicable,N/A,6,6,6:6,"[,]",Not applicable,N/A,s100,"In lifetime, smoked 100 or more cigarettes",
,s100,SMK_01A,SMK_01A_cat2_NA,cat,Map1_1,PoRT_limesurvey,PUMF 2005,SMKA_01A,cat,NA,2,missing,missing,N/A,7,9,7:9,"[,]",don't know (7); refusal (8); not stated (9),N/A,s100,"In lifetime, smoked 100 or more cigarettes",
,s100,SMK_01A,SMK_01A_cat2_1,cat,Map1_1,PoRT_limesurvey,PUMF 2005,SMKC_01A,cat,1,2,yes,yes,N/A,1,1,1:1,"[,]",Yes,N/A,s100,"In lifetime, smoked 100 or more cigarettes",
,s100,SMK_01A,SMK_01A_cat2_2,cat,Map1_1,PoRT_limesurvey,PUMF 2005,SMKC_01A,cat,2,2,no,no,N/A,2,2,2:2,"[,]",No,N/A,s100,"In lifetime, smoked 100 or more cigarettes",
,s100,SMK_01A,SMK_01A_cat2_N/A,cat,Map1_1,PoRT_limesurvey,PUMF 2005,SMKC_01A,cat,N/A,2,not applicable,not applicable,N/A,6,6,6:6,"[,]",Not applicable,N/A,s100,"In lifetime, smoked 100 or more cigarettes",
,s100,SMK_01A,SMK_01A_cat2_NA,cat,Map1_1,PoRT_limesurvey,PUMF 2005,SMKC_01A,cat,NA,2,missing,missing,N/A,7,9,7:9,"[,]",don't know (7); refusal (8); not stated (9),N/A,s100,"In lifetime, smoked 100 or more cigarettes",
,s100,SMK_01A,SMK_01A_cat2_1,cat,Map1_1,PoRT_limesurvey,PUMF 2005,SMKE_01A,cat,1,2,yes,yes,N/A,1,1,1:1,"[,]",Yes,N/A,s100,"In lifetime, smoked 100 or more cigarettes",
,s100,SMK_01A,SMK_01A_cat2_2,cat,Map1_1,PoRT_limesurvey,PUMF 2005,SMKE_01A,cat,2,2,no,no,N/A,2,2,2:2,"[,]",No,N/A,s100,"In lifetime, smoked 100 or more cigarettes",
,s100,SMK_01A,SMK_01A_cat2_N/A,cat,Map1_1,PoRT_limesurvey,PUMF 2005,SMKE_01A,cat,N/A,2,not applicable,not applicable,N/A,6,6,6:6,"[,]",Not applicable,N/A,s100,"In lifetime, smoked 100 or more cigarettes",
,s100,SMK_01A,SMK_01A_cat2_NA,cat,Map1_1,PoRT_limesurvey,PUMF 2005,SMKE_01A,cat,NA,2,missing,missing,N/A,7,9,7:9,"[,]",don't know (7); refusal (8); not stated (9),N/A,s100,"In lifetime, smoked 100 or more cigarettes",
"In your lifetime, have you smoked a total of 100 or more cigarettes (about 4 packs)? (s100)",s100,SMK_01A,SMK_01A_cat2_1,cat,Map1_1,PoRT_limesurvey,"PUMF 2007-2008, 2009-2010, 2010, 2011-2012, 2012, 2013-2014, 2014",SMK_01A,cat,1,2,yes,yes,N/A,1,1,1:1,"[,]",Yes,N/A,s100,"In lifetime, smoked 100 or more cigarettes",
,s100,SMK_01A,SMK_01A_cat2_2,cat,Map1_1,PoRT_limesurvey,"PUMF 2007-2008, 2009-2010, 2010, 2011-2012, 2012, 2013-2014, 2014",SMK_01A,cat,2,2,no,no,N/A,2,2,2:2,"[,]",No,N/A,s100,"In lifetime, smoked 100 or more cigarettes",
,s100,SMK_01A,SMK_01A_cat2_N/A,cat,Map1_1,PoRT_limesurvey,"PUMF 2007-2008, 2009-2010, 2010, 2011-2012, 2012, 2013-2014, 2014",SMK_01A,cat,N/A,2,not applicable,not applicable,N/A,6,6,6:6,"[,]",Not applicable,N/A,s100,"In lifetime, smoked 100 or more cigarettes",
,s100,SMK_01A,SMK_01A_cat2_NA,cat,Map1_1,PoRT_limesurvey,"PUMF 2007-2008, 2009-2010, 2010, 2011-2012, 2012, 2013-2014, 2014",SMK_01A,cat,NA,2,missing,missing,N/A,7,9,7:9,"[,]",don't know (7); refusal (8); not stated (9),N/A,s100,"In lifetime, smoked 100 or more cigarettes",
"At the present time, do you smoke cigarettes daily, occasionally, or not at all? (smk)",smk1,SMK_202,SMK_202_cat3_1,cat,Map1_1,PoRT_limesurvey,PUMF 2013-2014,SMK_202,cat,1,3,Daily,Daily,N/A,1,1,1:1,"[,]",Daily,N/A,smk,Daily/occasional/not at all type of smoker,
,smk2,SMK_202,SMK_202_cat3_2,cat,Map1_1,PoRT_limesurvey,PUMF 2013-2014,SMK_202,cat,2,3,Occasionally,Occasionally,N/A,2,2,2:2,"[,]",Occasionally,N/A,smk,Daily/occasional/not at all type of smoker,
,smk3,SMK_202,SMK_202_cat3_3,cat,Map1_1,PoRT_limesurvey,PUMF 2013-2014,SMK_202,cat,3,3,Not at all,Not at all,N/A,3,3,3:3,"[,]",Not at all,N/A,smk,Daily/occasional/not at all type of smoker,
,smk,SMK_202,SMK_202_cat3_N/A,cat,Map1_1,PoRT_limesurvey,PUMF 2013-2014,SMK_202,cat,N/A,3,not applicable,not applicable,N/A,6,6,6:6,"[,]",Not applicable,N/A,smk,Daily/occasional/not at all type of smoker,
,smk,SMK_202,SMK_202_cat3_NA,cat,Map1_1,PoRT_limesurvey,PUMF 2013-2014,SMK_202,cat,NA,3,missing,missing,N/A,7,9,7:9,"[,]",don't know (7); refusal (8); not stated (9),N/A,smk,Daily/occasional/not at all type of smoker,
At what age did you begin to smoke cigarettes daily? ,agecigd,SMKG203_cont,N/A,cont,Map1_1,PoRT_limesurvey,PUMF 2013-2014,SMKG203,cat,N/A,N/A,agecigd,converted categorical age (5 to 11) started smoking daily - daily smoker,years,1,1,1:1,"[,]",5 To 11 Years,N/A,agecigd,Age started to smoke daily - (G),
,agecigd,SMKG203_cont,N/A,cont,Map1_1,PoRT_limesurvey,PUMF 2013-2014,SMKG203,cat,N/A,N/A,agecigd,converted categorical age (12 to 14) started smoking daily - daily smoker,years,2,2,2:2,"[,]",12 To 14 Years,N/A,agecigd,Age started to smoke daily - (G),
,agecigd,SMKG203_cont,N/A,cont,Map1_1,PoRT_limesurvey,PUMF 2013-2014,SMKG203,cat,N/A,N/A,agecigd,converted categorical age (15 to 17) started smoking daily - daily smoker,years,3,3,3:3,"[,]",15 To 17 Years,N/A,agecigd,Age started to smoke daily - (G),
,agecigd,SMKG203_cont,N/A,cont,Map1_1,PoRT_limesurvey,PUMF 2013-2014,SMKG203,cat,N/A,N/A,agecigd,converted categorical age (18 to 19) started smoking daily - daily smoker,years,4,4,4:4,"[,]",18 To 19 Years,N/A,agecigd,Age started to smoke daily - (G),
,agecigd,SMKG203_cont,N/A,cont,Map1_1,PoRT_limesurvey,PUMF 2013-2014,SMKG203,cat,N/A,N/A,agecigd,converted categorical age (20 to 24) started smoking daily - daily smoker,years,5,5,5:5,"[,]",20 To 24 Years,N/A,agecigd,Age started to smoke daily - (G),
,agecigd,SMKG203_cont,N/A,cont,Map1_1,PoRT_limesurvey,PUMF 2013-2014,SMKG203,cat,N/A,N/A,agecigd,converted categorical age (25 to 29) started smoking daily - daily smoker,years,6,6,6:6,"[,]",25 To 29 Years,N/A,agecigd,Age started to smoke daily - (G),
,agecigd,SMKG203_cont,N/A,cont,Map1_1,PoRT_limesurvey,PUMF 2013-2014,SMKG203,cat,N/A,N/A,agecigd,converted categorical age (30 to 34) started smoking daily - daily smoker,years,7,7,7:7,"[,]",30 To 34 Years,N/A,agecigd,Age started to smoke daily - (G),
,agecigd,SMKG203_cont,N/A,cont,Map1_1,PoRT_limesurvey,PUMF 2013-2014,SMKG203,cat,N/A,N/A,agecigd,converted categorical age (35 to 39) started smoking daily - daily smoker,years,8,8,8:8,"[,]",35 To 39 Years,N/A,agecigd,Age started to smoke daily - (G),
,agecigd,SMKG203_cont,N/A,cont,Map1_1,PoRT_limesurvey,PUMF 2013-2014,SMKG203,cat,N/A,N/A,agecigd,converted categorical age (40 to 44) started smoking daily - daily smoker,years,9,9,9:9,"[,]",40 To 44 Years,N/A,agecigd,Age started to smoke daily - (G),
,agecigd,SMKG203_cont,N/A,cont,Map1_1,PoRT_limesurvey,PUMF 2013-2014,SMKG203,cat,N/A,N/A,agecigd,converted categorical age (45 to 49) started smoking daily - daily smoker,years,10,10,10:10,"[,]",45 To 49 Years,N/A,agecigd,Age started to smoke daily - (G),
,agecigd,SMKG203_cont,N/A,cont,Map1_1,PoRT_limesurvey,PUMF 2013-2014,SMKG203,cat,N/A,N/A,agecigd,converted categorical age (50 plus) started smoking daily - daily smoker,years,11,11,11:11,"[,]",50 Years or more,N/A,agecigd,Age started to smoke daily - (G),
,agecigd,SMKG203_cont,N/A,cont,Map1_1,PoRT_limesurvey,PUMF 2013-2014,SMKG203,cat,N/A,N/A,not applicable,not applicable,N/A,96,96,96:96,"[,]",Not applicable,N/A,agecigd,Age started to smoke daily - (G),
,agecigd,SMKG203_cont,N/A,cont,Map1_1,PoRT_limesurvey,PUMF 2013-2014,SMKG203,cat,NA,N/A,missing,missing,N/A,97,99,97:99,"[,]",don't know (97); refusal (98); not stated (99),N/A,agecigd,Age started to smoke daily - (G),
How many cigarettes do you smoke each day now?,cigdayd,SMK_204,N/A,cont,Map1_1,PoRT_limesurvey,PUMF 2013-2014,SMK_204,cont,N/A,N/A,Cigarettes/day - daily ,# of cigarettes smoked daily - daily smoker,cigarettes/day,1,80,1:80,"[,]",# of cigarettes smoked daily - daily smoker,N/A,cigdayd,# of cigarettes smoked daily - daily smoker,
,cigdayd,SMK_204,N/A,cont,Map1_1,PoRT_limesurvey,PUMF 2013-2014,SMK_204,cont,N/A,N/A,not applicable,not applicable,N/A,996,996,996:996,"[,]",Not applicable,N/A,cigdayd,# of cigarettes smoked daily - daily smoker,
,cigdayd,SMK_204,N/A,cont,Map1_1,PoRT_limesurvey,PUMF 2013-2014,SMK_204,cont,NA,N/A,missing,missing,N/A,997,999,997:999,"[,]",don't know (997); refusal (998); not stated (999),N/A,cigdayd,# of cigarettes smoked daily - daily smoker,
"On the days that you do smoke, how many cigarettes do you usually smoke?",cigdayo,SMK_05B,N/A,cont,Map1_1,PoRT_limesurvey,PUMF 2013-2014,SMK_05B,cont,N/A,N/A,Cigarettes/day - occasional ,# of cigarettes smoked daily - daily smoker,cigarettes/day,1,40,1:40,"[,]",# of cigarettes smoked daily - occasional smoker,N/A,cigdayo,# of cigarettes smoked daily - occasional smoker,
,cigdayo,SMK_05B,N/A,cont,Map1_1,PoRT_limesurvey,PUMF 2013-2014,SMK_05B,cont,N/A,N/A,not applicable,not applicable,N/A,996,996,996:996,"[,]",Not applicable,N/A,cigdayo,# of cigarettes smoked daily - occasional smoker,
,cigdayo,SMK_05B,N/A,cont,Map1_1,PoRT_limesurvey,PUMF 2013-2014,SMK_05B,cont,NA,N/A,missing,missing,N/A,997,999,997:999,"[,]",don't know (997); refusal (998); not stated (999),N/A,cigdayo,# of cigarettes smoked daily - occasional smoker,
"In the past month, on how many days have you smoked one or more cigarettes?",dayocc,SMK_05C,N/A,cont,Map1_1,PoRT_limesurvey,PUMF 2013-2014,SMK_05C,cont,N/A,N/A,Smoked one or more cigarettes,"Past month, smoked 1 + cigarettes daily - occasional smoker",days,0,30,0:30,"[,]","Past month, smoked 1 + cigarettes daily - occasional smoker",N/A,dayocc,"Past month, smoked 1 + cigarettes daily - occasional smoker",
,dayocc,SMK_05C,N/A,cont,Map1_1,PoRT_limesurvey,PUMF 2013-2014,SMK_05C,cont,N/A,N/A,not applicable,not applicable,N/A,96,96,96:96,"[,]",Not applicable,N/A,dayocc,"Past month, smoked 1 + cigarettes daily - occasional smoker",
,dayocc,SMK_05C,N/A,cont,Map1_1,PoRT_limesurvey,PUMF 2013-2014,SMK_05C,cont,NA,N/A,missing,missing,N/A,97,99,97:99,"[,]",don't know (97); refusal (98); not stated (99),N/A,dayocc,"Past month, smoked 1 + cigarettes daily - occasional smoker",
Have you ever smoked cigarettes daily? (evd),evd1,SMK_05D,SMK_05D_cat2_1,cat,Map1_1,PoRT_limesurvey,PUMF 2013-2014,SMK_05D,cat,1,2,yes,Occasional smoker who previously smoked daily,N/A,1,1,1:1,"[,]",Yes,N/A,evd,Ever smoked cigarettes daily - occasional smoker,
,evd2,SMK_05D,SMK_05D_cat2_2,cat,Map1_1,PoRT_limesurvey,PUMF 2013-2014,SMK_05D,cat,2,2,no,Occasional smoker never daily,N/A,2,2,2:2,"[,]",No,N/A,evd,Ever smoked cigarettes daily - occasional smoker,
